bike_theft_id,colour,make,model,speed,bike_type,status,cost
618114,SIL   ,OTHER          ,,18,MT,STOLEN,150.0
618115,WHI   ,CERVELO        ,R3             ,12,OT,STOLEN,7915.65
618116,WHIBLK,ROCKY MOUNTAIN ,WHISTLER       ,12,MT,STOLEN,1500.0
618117,BLKYEL,GIANT          ,DEFYE          ,21,TO,STOLEN,3000.0
618118,,OTHER          ,CITY COMMUTER  ,0,EL,STOLEN,
618119,TAN   ,SANTA CRUZ     ,,11,RC,STOLEN,5900.0
618120,BLK   ,SPECIALIZED    ,EXPERT         ,15,TO,STOLEN,2000.0
618121,BLU   ,SUPERCYCLE     ,MOUNTAIN BIKE  ,0,MT,STOLEN,350.0
618122,GRYBRN,MEC            ,CHANCE         ,11,OT,STOLEN,2000.0
618123,RED   ,?              ,,0,EL,STOLEN,1500.0
618124,GRY   ,CANNONDALE     ,GRAVEL         ,10,TO,STOLEN,5000.0
618125,GRY   ,AZ SOURCES     ,,0,EL,STOLEN,4100.0
618126,BLU   ,OTHER          ,CRITICAL CYCLE ,1,OT,STOLEN,300.0
618127,BLK   ,EMMO           ,ZONE GTS       ,32,EL,STOLEN,3840.0
618128,REDWHI,CCM            ,VANDAL         ,21,MT,STOLEN,250.0
618129,BLKPNK,OTHER          ,,1,RC,STOLEN,4000.0
618130,BLU   ,TREK           ,,10,TO,STOLEN,200.0
618131,GRN   ,CERVELO        ,,11,OT,STOLEN,500.0
618132,,OTHER          ,ELEVATE        ,1,EL,STOLEN,2500.0
618133,WHI   ,BMC            ,SLR 01         ,11,OT,STOLEN,15000.0
618134,BLKGRY,NORCO          ,VFR6           ,0,RG,STOLEN,1000.0
618135,BLK   ,GOTRAX         ,XLT            ,0,EL,STOLEN,609.0
618136,SIL   ,MANITOU        ,U/K            ,21,MT,STOLEN,2000.0
618137,SIL   ,PEDEGO         ,,0,EL,STOLEN,6000.0
618138,BLKGRY,KONA\          ,KONA DEW CITY  ,3,RG,STOLEN,1000.0
618139,SIL   ,TREK           ,,10,TO,STOLEN,600.0
618140,,UNKNOWN MAKE   ,,1,OT,STOLEN,100.0
618141,BLK   ,EMO            ,PRESTIGE       ,0,EL,STOLEN,
618142,,CERVELO        ,,11,OT,STOLEN,500.0
618143,,SPECIALIZED    ,DIVERGE        ,16,RC,RECOVERED,
618144,BLK   ,GIANT          ,XTC            ,24,MT,STOLEN,3200.0
618145,SIL   ,PEDEGO         ,,1,EL,STOLEN,600.0
618146,GRYONG,GT             ,AGGRESSOR      ,0,MT,STOLEN,450.0
618147,BLK   ,SPECIALIZED    ,,10,MT,STOLEN,600.0
618148,REDBLK,SPECIALIZED    ,,21,RC,STOLEN,2000.0
618149,RED   ,OT             ,,20,RC,STOLEN,3300.0
618150,PLE   ,CCM            ,APEX           ,24,MT,STOLEN,350.0
618151,GLD   ,GIANT          ,,24,MT,STOLEN,600.0
618152,BLK   ,GIANT          ,,24,MT,STOLEN,600.0
618153,BLK   ,SPECIALIZED    ,SIRRUS         ,16,OT,STOLEN,800.0
618154,GRY   ,GIANT          ,TALON          ,21,MT,STOLEN,1000.0
618155,GRY   ,GIANT          ,,21,TO,STOLEN,900.0
618156,WHI   ,OT             ,MASH PARALLAX C,1,RG,STOLEN,2600.0
618157,RED   ,CCM            ,,18,MT,STOLEN,100.0
618158,BLUWHI,ZZZ            ,,3,RC,STOLEN,4000.0
618159,BLK   ,HUFFY          ,CRUISER        ,0,RG,STOLEN,500.0
618160,BLKRED,SUPERCYCLE     ,SPINFIT700C    ,21,RG,STOLEN,223.75
618161,GRN   ,OTHER          ,FIX            ,1,OT,STOLEN,400.0
618162,BLK   ,CANNONDALE     ,LEFTY          ,21,MT,STOLEN,2000.0
618163,BLUWHI,KONA           ,KULA           ,21,MT,STOLEN,1500.0
618164,GRN   ,SCOTT          ,GRAVEL ADDICT  ,12,MT,STOLEN,5500.0
618165,BLK   ,UNKNOWN MAKE   ,,0,EL,STOLEN,1200.0
618166,GRN   ,SPECIALIZED    ,P1             ,7,MT,STOLEN,700.0
618167,ONG   ,SUPERCYCLE     ,MOUNTAIN BIKE  ,0,MT,STOLEN,200.0
618168,BLACK&,ALLANT         ,,5,RG,RECOVERED,
618169,BLU   ,KHS            ,,16,RC,STOLEN,1500.0
618170,TRQ   ,GIANT          ,LIV AVAIL      ,18,RC,STOLEN,800.0
618171,REDWHI,SPECIALIZED    ,ALLEZ ELITE    ,18,RC,STOLEN,7000.0
618172,BLKONG,FELTS          ,ZW6            ,20,RC,STOLEN,4000.0
618173,LGR   ,MERIDA         ,MATTS WHITE WAT,11,MT,STOLEN,500.0
618174,MUL   ,OTHER          ,N/A            ,1,BM,STOLEN,50.0
618175,BLUGRN,NORTH ROCK     ,,21,MT,STOLEN,300.0
618176,BLKRED,RALEIGH        ,BACK ALLEY     ,1,MT,STOLEN,500.0
618177,BLK   ,SANTA CRUZ     ,5010 CARBON    ,16,MT,STOLEN,6000.0
618178,BLU   ,OTHER          ,,1,OT,STOLEN,700.0
618179,BLKBLU,FUJI           ,,21,RG,STOLEN,500.0
618180,BLK   ,NORCO          ,VRF5           ,12,TO,STOLEN,600.0
618181,BLK   ,AMIGO          ,INFINITY       ,1,EL,STOLEN,2600.0
618182,OTH   ,SCHWINN        ,GTX2 700C      ,0,MT,UNKNOWN,
618183,,UNKNOWN MAKE   ,,21,MT,STOLEN,
618184,,NEXT           ,LASER          ,21,MT,UNKNOWN,
618185,GRN   ,PBSC           ,,1,RG,STOLEN,1200.0
618186,BLK   ,UNKNOWN        ,,15,OT,STOLEN,500.0
618187,RED   ,INFINITY       ,RICOCHET       ,5,MT,RECOVERED,
618188,RED   ,CERVELO        ,,0,RC,STOLEN,1800.0
618189,BLKWHI,E-MOTION       ,NEO CROSS      ,0,EL,STOLEN,4800.0
618190,GRY   ,NORCO          ,INDIE          ,7,OT,STOLEN,1100.0
618191,RED   ,GIANT          ,ROAM 2         ,21,MT,STOLEN,450.0
618192,BLK   ,NORCO          ,,21,MT,STOLEN,50.0
618193,BLKGRN,UNKNOWN        ,UNKNOWN        ,10,OT,STOLEN,96.0
618194,BLKGRN,OTHER          ,700C           ,0,MT,UNKNOWN,
618195,BLK   ,TREK           ,18 FX3         ,18,OT,STOLEN,1400.0
618196,GRN   ,LEJUNE         ,,10,RC,STOLEN,500.0
618197,BLKRED,NORCO          ,,0,OT,STOLEN,300.0
618198,BLK   ,SPECIALIZED    ,E-BIKE         ,0,EL,STOLEN,5000.0
618199,TRQ   ,SPECIALIZED    ,HARDROCK       ,18,MT,STOLEN,200.0
618200,BLK   ,DEL SOL PROJEKT,,24,RC,STOLEN,567.0
618201,RED   ,GIANT          ,RINCON         ,21,MT,STOLEN,1000.0
618202,BLK   ,GIANT          ,DEFI ADVANCED  ,12,OT,STOLEN,7000.0
618203,BLK   ,GIANT          ,DEFI ADVANCED  ,12,OT,STOLEN,7000.0
618204,,EMMO           ,,1,EL,STOLEN,1500.0
618205,WHI   ,UNKNOWN MAKE   ,,5,OT,STOLEN,1700.0
618206,LGR   ,OTHER          ,UNKNOWN        ,10,RG,UNKNOWN,
618207,BLKWHI,OTHER          ,,24,MT,STOLEN,350.0
618208,,NORCO          ,EMMA           ,3,RG,STOLEN,700.0
618209,GRY   ,OT             ,IOTA           ,1,EL,STOLEN,1999.0
618210,,UNKNOWN MAKE   ,YD-B18/1307A/57,6,RG,STOLEN,
618211,,UNKNOWN MAKE   ,,6,MT,STOLEN,
618212,GRN   ,SPECIALIZED    ,TRICROSS SPORT ,27,MT,STOLEN,1000.0
618213,BLU   ,SPECIALIZED    ,TRICROSS SPORT ,27,MT,STOLEN,1225.0
618214,GRY   ,CERVELO        ,R3             ,21,RC,STOLEN,2000.0
618215,RED   ,OTHER          ,,15,RC,STOLEN,150.0
618216,BLK   ,VOLT           ,YUKON 750      ,7,EL,STOLEN,2250.0
618217,BLK   ,GIANT          ,19 ROAM        ,9,MT,STOLEN,1524.0
618218,BLK   ,KONA           ,,21,OT,STOLEN,500.0
618219,BLKGLD,UNKNOWN MAKE   ,,0,OT,STOLEN,1200.0
618220,BLK   ,CANNONDALE     ,SYNAPSE        ,18,RG,STOLEN,2270.0
618221,BLUSIL,SCHWINN        ,TALIK 4.2      ,24,MT,STOLEN,150.0
618222,GRYBLK,GIANT          ,,0,MT,STOLEN,300.0
618223,RED   ,FUJI           ,HELION         ,7,RG,RECOVERED,800.0
618224,SIL   ,NO             ,,24,OT,STOLEN,
618225,BLK   ,OT             ,,21,OT,STOLEN,
618226,BLK   ,OPUS           ,,21,OT,STOLEN,750.0
618227,SILBLU,NORCO          ,,24,OT,STOLEN,750.0
618228,BLK   ,GIANT          ,,18,RG,UNKNOWN,
618229,PLE   ,OTHER          ,ALGONQUIN      ,18,RG,UNKNOWN,
618230,YEL   ,PALOMAR        ,UNKNOWN        ,18,RG,UNKNOWN,
618231,YEL   ,PALOMAR        ,,18,RG,UNKNOWN,
618232,18,CCM            ,,18,RG,UNKNOWN,
618233,BLK   ,SUPERCYCLE     ,SC1600         ,18,RG,UNKNOWN,
618234,GRYYEL,TREK           ,,18,MT,UNKNOWN,
618235,PLE   ,SPORTEK        ,,18,RG,UNKNOWN,
618236,BLU   ,SPECIALIZED    ,SL4            ,12,MT,STOLEN,3000.0
618237,WHI   ,SPECIALIZED    ,,12,MT,STOLEN,2000.0
618238,SIL   ,SPECIALIZED    ,STUMP JUMPER   ,12,MT,STOLEN,4000.0
618239,LBL   ,EMMO           ,HORNET         ,1,EL,STOLEN,2000.0
618240,WHI   ,GIANT          ,ATX            ,21,MT,STOLEN,1500.0
618241,WHI   ,GI             ,,15,MT,STOLEN,600.0
618242,PLE   ,DIAMONDBACK    ,,7,OT,STOLEN,300.0
618243,ONGYEL,ZANAY          ,SCOOTER        ,1,EL,STOLEN,700.0
618244,BLUWHI,UNKNOWN MAKE   ,,0,OT,STOLEN,
618245,,CCM            ,,18,MT,STOLEN,
618246,,UNKNOWN MAKE   ,,1,BM,STOLEN,80.0
618247,BLK   ,CERVELO        ,,11,RC,STOLEN,10000.0
618248,BLK   ,SPECIALIZED    ,ROCKHOPPER SPOR,27,MT,STOLEN,879.99
618249,GRYONG,GT             ,AGGRESSOR      ,0,MT,STOLEN,450.0
618250,BLU   ,RALEIGH        ,,7,RG,STOLEN,600.0
618251,ONG   ,SANTA CRUZ     ,5010,11,MT,STOLEN,6264.34
618252,GRYGRN,TREK           ,8.2 VS         ,21,TO,STOLEN,1000.0
618253,BLK   ,GI             ,XTC NRS        ,24,MT,STOLEN,3200.0
618254,BLK   ,CERVELO        ,,11,RC,STOLEN,5000.0
618255,,UNKNOWN MAKE   ,,1,RG,STOLEN,180.0
618256,BLK   ,NORCO          ,,0,OT,STOLEN,750.0
618257,WHI   ,OTHER          ,MOSCOW         ,1,EL,STOLEN,1627.19
618258,BLK   ,CYCLE MANIA    ,U/K            ,21,MT,STOLEN,
618259,BLU   ,KONA\          ,,12,MT,STOLEN,1200.0
618260,GRN   ,OTHER          ,HUNTER CORELINE,1,TO,STOLEN,800.0
618261,LGR   ,OTHER          ,,1,RG,STOLEN,1200.0
618262,BLU   ,BIANCHI        ,PRIMO          ,12,RC,STOLEN,350.0
618263,,SPECIALIZED    ,VOLAGI         ,0,MT,STOLEN,1500.0
618264,BLU   ,UK             ,UNKNOWN        ,1,RG,STOLEN,0.0
618265,BLKRED,DAVINCI        ,HATCHET RIVAL  ,21,RC,STOLEN,2000.0
618266,MUL   ,UNKNOWN        ,,1,EL,STOLEN,
618267,BLKRED,NARCO          ,,0,OT,STOLEN,700.0
618268,BLKYEL,NORCO          ,TIAGRA         ,18,OT,STOLEN,1200.0
618269,BLK   ,GIANT          ,,27,MT,STOLEN,764.0
618270,LBL   ,CANNONDALE     ,,27,MT,STOLEN,2000.0
618271,,OT             ,LUCKY EVO      ,1,SC,STOLEN,500.0
618272,GRN   ,NO             ,VALENCE        ,18,OT,STOLEN,1000.0
618273,WHI   ,RM             ,GROWLER        ,28,MT,STOLEN,2279.0
618274,BLK   ,OT             ,,21,OT,STOLEN,600.0
618275,WHI   ,CA             ,,1,MT,STOLEN,200.0
618276,GRN   ,OT             ,PARATROOPER    ,21,FO,STOLEN,1500.0
618277,GRY   ,OT             ,,24,TO,STOLEN,1392.16
618278,BLK   ,BI             ,,14,RG,STOLEN,150.0
618279,BLK   ,GI             ,,25,RC,STOLEN,0.0
618280,BLU   ,NO             ,NORCO INDIE 3  ,21,RG,STOLEN,700.0
618281,BLK   ,OT             ,CARTIER ALTUS  ,8,OT,STOLEN,857.67
618282,GLD   ,DB             ,RESPONSE COMP  ,27,MT,STOLEN,1000.0
618283,BLK   ,RA             ,ROPER          ,9,RG,STOLEN,1100.0
618284,BLK   ,GI             ,,21,OT,STOLEN,700.0
618285,YEL   ,OT             ,HARDROCK       ,24,MT,STOLEN,750.0
618286,BLK   ,UK             ,DAKOTA SPORT   ,9,MT,STOLEN,2200.0
618287,RED   ,SC             ,,22,TR,STOLEN,542.39
618288,BLK   ,OT             ,CYCLOCROSS     ,18,OT,STOLEN,1200.0
618289,BLK   ,GI             ,GIANT ESCAPE   ,21,RG,STOLEN,600.0
618290,CRM   ,OT             ,,6,RG,STOLEN,0.0
618291,BLK   ,BI             ,PISTA SEI GIORN,1,OT,STOLEN,1200.0
618292,DGR   ,OT             ,CATALYST       ,10,RG,STOLEN,1200.0
618293,DBL   ,RA             ,,1,MT,STOLEN,200.0
618294,BLK   ,OT             ,SPEEDSTER 30 DI,20,RC,STOLEN,1180.0
618295,,GI             ,,18,TO,STOLEN,1000.0
618296,WHI   ,UK             ,,1,RG,STOLEN,0.0
618297,BLK   ,OT             ,MILANO         ,21,RG,STOLEN,500.0
618298,WHI   ,OT             ,,10,EL,STOLEN,4000.0
618299,BLK   ,KO             ,PADDY WAGON    ,1,RG,STOLEN,800.0
618300,BLK   ,NA             ,ROYAL 9.3  2013,21,OT,STOLEN,0.0
618301,BLK   ,UK             ,,6,RG,STOLEN,200.0
618302,BLU   ,CA             , BLU/SML CDALE ,27,TO,STOLEN,950.0
618303,BLU   ,CA             ,09 QUICK 4     ,27,OT,STOLEN,900.0
618304,,NO             ,054311-17-L    ,21,OT,STOLEN,529.0
618305,BLK   ,OT             ,CHINOOK        ,18,MT,STOLEN,1000.0
618306,YEL   ,BI             ,FORTE 18-SPEED ,18,RG,STOLEN,227.0
618307,BLK   ,TR             ,ROSCOE 6       ,10,MT,STOLEN,1200.0
618308,BLU   ,NO             ,,12,RC,STOLEN,500.0
618309,BRN   ,UK             ,,3,OT,STOLEN,600.0
618310,BLK   ,OT             ,,12,MT,STOLEN,200.0
618311,SIL   ,OT             ,,7,MT,STOLEN,1200.0
618312,RED   ,TR             ,MARLIN         ,12,MT,STOLEN,600.0
618313,DBL   ,GT             ,TRANSEO COMP 20,21,RG,STOLEN,700.0
618314,BRN   ,OT             ,,18,OT,STOLEN,400.0
618315,SIL   ,UK             ,SUPERBIKE      ,6,MT,STOLEN,0.0
618316,BLK   ,GI             ,ESCAPE         ,21,RG,STOLEN,1200.0
618317,WHI   ,OT             ,SPORTIVO       ,11,TO,STOLEN,2275.0
618318,WHI   ,UK             ,CRUISE BIK SP-O,40,RG,STOLEN,795.0
618319,RED   ,UK             ,,21,OT,STOLEN,70.0
618320,BLK   ,OT             ,MIELE UNO VINTA,8,RG,STOLEN,500.0
618321,RED   ,OT             ,AXIS SL3       ,21,RC,STOLEN,1200.0
618322,,TR             ,,18,RG,STOLEN,100.0
618323,GRY   ,GT             ,PANTERA        ,21,MT,STOLEN,1500.0
618324,DBL   ,OT             ,CARTIER - NEXUS,8,RG,STOLEN,1150.0
618325,BLK   ,TR             ,FX2            ,21,TO,STOLEN,700.0
618326,,OTHER          ,,0,EL,STOLEN,2300.0
618327,GRY   ,OT             ,R2             ,11,OT,STOLEN,2800.0
618328,BLU   ,OT             ,AXIS 1         ,21,RC,STOLEN,0.0
618329,BLK   ,SC             ,,24,MT,STOLEN,800.0
618330,,OT             ,,8,RG,STOLEN,0.0
618331,BLK   ,OT             ,,8,RG,STOLEN,0.0
618332,BLU   ,CA             ,,18,TO,STOLEN,1800.0
618333,GRY   ,OT             ,GARIBALDI G3   ,18,TO,STOLEN,1800.0
618334,BLK   ,CA             ,QUICK          ,6,RG,STOLEN,800.0
618335,RED   ,UK             ,,20,OT,STOLEN,0.0
618336,GRY   ,TR             ,2018 FX 2 DISC ,10,RG,STOLEN,850.0
618337,ONG   ,OT             ,MARY XC        ,27,MT,STOLEN,3000.0
618338,LGR   ,NO             ,NORCO INDIE 3  ,30,RG,STOLEN,987.0
618339,BLU   ,OT             ,X2 28          ,24,RG,STOLEN,650.0
618340,WHI   ,UK             ,,18,MT,STOLEN,500.0
618341,CRM   ,UK             ,,18,RG,STOLEN,0.0
618342,BLU   ,GF             ,'PIRANHA'      ,21,MT,STOLEN,1300.0
618343,,UK             ,,20,RG,STOLEN,0.0
618344,GRY   ,BI             ,CITY BIKE      ,18,MT,STOLEN,400.0
618345,SIL   ,RA             ,20 YEARS OLD   ,18,RG,STOLEN,600.0
618346,SIL   ,RA             , LITE SE HYBRID,24,MT,STOLEN,690.0
618347,OTH   ,GI             ,THRIVE         ,18,OT,STOLEN,1100.0
618348,BLK   ,OT             ,TRUST          ,18,MT,STOLEN,200.0
618349,CRM   ,UK             ,,3,RG,STOLEN,0.0
618350,GRY   ,GT             ,GT- RTS-3      ,21,MT,STOLEN,700.0
618351,BLK   ,UK             ,,1,RG,STOLEN,300.0
618352,RED   ,BMC            ,TEAM MACHINE   ,22,RC,STOLEN,1500.0
618353,PLE   ,TREK           ,,21,MT,STOLEN,600.0
618354,BLU   ,DEVINCI        ,MILANO         ,10,OT,STOLEN,700.0
618355,BLK   ,EVO            ,HB1            ,2,EL,STOLEN,1999.0
618356,DGR   ,OTHER          ,,18,RG,STOLEN,350.0
618357,BLK   ,TRANSEO        ,GT             ,28,OT,STOLEN,650.0
618358,LBL   ,NORCO          ,STORM 7.2      ,24,MT,STOLEN,700.0
618359,WHI   ,OTHER          ,,1,OT,STOLEN,1400.0
618360,RED   ,OTHER          ,LEXA SLX       ,18,RG,STOLEN,1420.0
618361,REDWHI,SCHWINN        ,VOLARE 1300    ,18,TO,STOLEN,220.0
618362,,RALEIGH        ,ROPER          ,8,MT,STOLEN,1100.0
618363,WHI   ,UNKNOWN        ,,21,MT,STOLEN,2000.0
618364,BLU   ,TO BE CALLED IN,,1,MT,STOLEN,300.0
618365,BLKYEL,OTHER          ,,1,RG,STOLEN,
618366,SILBLK,OTHER          ,ELITE          ,21,EL,STOLEN,2500.0
618367,BLK   ,SCHWINN        ,,18,MT,STOLEN,
618368,BLK   ,GIANT          ,TALON          ,27,MT,STOLEN,88496.0
618369,BLKRED,JAMIS          ,VENTURA        ,18,RG,STOLEN,150.0
618370,SIL   ,OTHER          ,BMX            ,1,MT,STOLEN,200.0
618371,SIL   ,TREK           ,3500,21,MT,UNKNOWN,
618372,BLK   ,OTHER          ,THE KENNEDY '16,20,RG,STOLEN,850.0
618373,,SPECIALIZED    ,ALLEZ          ,10,RC,STOLEN,3000.0
618374,BLU   ,OTHER          ,,1,EL,STOLEN,3000.0
618375,BLKGRN,GT             ,,21,MT,STOLEN,1000.0
618376,LBL   ,BIKTRIX        ,KUTTY LT       ,6,EL,STOLEN,2050.0
618377,,SPECIALIZED    ,TARMAC SL4 SPOR,10,BM,UNKNOWN,2440.0
618378,LGR   ,STROMER        ,ST1            ,1,EL,STOLEN,1500.0
618379,BLKRED,FELT           ,NINE80         ,21,MT,STOLEN,750.0
618380,RED   ,MIELE          ,UMBRIA 2       ,24,OT,STOLEN,600.0
618381,REDWHI,ROCKY MOUNTAIN ,,12,MT,STOLEN,
618382,GRYONG,SPECIALIZED    ,,18,MT,RECOVERED,1200.0
618383,BLKBLU,SPECIALIZED    ,SIRRUS         ,21,TO,STOLEN,950.0
618384,WHIBLK,FUJI           ,SPORTIF 1.3    ,0,MT,STOLEN,
618385,BLK   ,DEVINCI        ,BRISTOL        ,0,OT,STOLEN,1000.0
618386,WHI   ,UK             ,F75X           ,10,OT,STOLEN,2000.0
618387,BLK   ,HUFFY          ,CRUISER        ,1,RG,STOLEN,200.0
618388,WHI   ,SPECIALIZED    ,SIRRUS         ,24,RC,STOLEN,1000.0
618389,WHI   ,OTHER          ,,10,OT,STOLEN,500.0
618390,BLKBLU,CCM            ,SAVAGE         ,18,MT,STOLEN,200.0
618391,BLKLGR,CCM            ,,18,MT,STOLEN,250.0
618392,GRN   ,NAKAMURA       ,JUNY           ,1,RG,UNKNOWN,
618393,RED   ,SPECIALIZED    ,LANGSTER       ,1,OT,STOLEN,903.0
618394,,OTHER          ,,10,RC,STOLEN,300.0
618395,,OTHER          ,,21,MT,STOLEN,60.0
618396,BLK   ,GIANT          ,ROAM2          ,27,OT,STOLEN,1000.0
618397,GRY   ,GARNEAU        ,MX4            ,24,MT,STOLEN,700.0
618398,GRY   ,GARNEAU        ,MX4            ,24,MT,STOLEN,700.0
618399,RED   ,OTHER          ,EMMO/CHAMELEO  ,3,EL,STOLEN,950.0
618400,RED   ,EM             ,CHAMELEON      ,32,EL,STOLEN,950.0
618401,GRY   ,TREK           ,,21,RG,STOLEN,100.0
618402,BLK   ,BATAVUS FRYSLYN,,3,OT,STOLEN,1000.0
618403,BLUWHI,CCM            ,FS2.0          ,6,BM,UNKNOWN,169.99
618404,BLK   ,CCM            ,,1,RG,STOLEN,50.0
618405,BLK   ,NORCO          ,,1,RC,STOLEN,
618406,BLK   ,CANYON         ,ENDURACE AL 8.0,21,RC,STOLEN,2400.0
618407,PLEWHI,NAKAMURA       ,,12,MT,STOLEN,250.0
618408,BLKGLD,N/A            ,,1,OT,STOLEN,200.0
618409,BLKRED,OTHER          ,UNKNOWN        ,0,OT,STOLEN,500.0
618410,RED   ,FELT           ,2017 MODEL     ,21,OT,STOLEN,1200.0
618411,SIL   ,UNKNOWN        ,UNKNOWN        ,10,MT,STOLEN,
618412,BLK   ,UNKNOWN        ,,1,EL,STOLEN,1500.0
618413,WHI   ,SPORTEK        ,,21,MT,STOLEN,
618414,BLKBLU,FELT           ,VERZA 10       ,10,OT,STOLEN,1250.0
618415,SIL   ,LOUIS GARNEAU  ,,12,OT,STOLEN,600.0
618416,LBL   ,GIANT          ,HYBRID         ,1,RG,STOLEN,
618417,RED   ,PRIDE          ,,0,SC,STOLEN,3000.0
618418,,CCM            ,,1,MT,STOLEN,
618419,BLKWHI,OTHER          ,CAMAGNOLO      ,21,OT,STOLEN,6000.0
618420,WHI   ,AQUILA         ,,21,OT,STOLEN,4000.0
618421,BLKGRN,KRANKED        ,FULL SUSP MTB  ,21,MT,STOLEN,600.0
618422,BLKSIL,SAVAT          ,,8,OT,STOLEN,2000.0
618423,BLK   ,OTHER          ,BLACK          ,16,RC,STOLEN,5000.0
618424,BLK   ,NORCO          ,,21,MT,STOLEN,700.0
618425,PLE   ,SCHWINN        ,SANCTUARY 7 CRU,7,RG,STOLEN,300.0
618426,PNK   ,SCHWINN        ,SANCTUARY 7 CRU,7,RG,STOLEN,300.0
618427,PLE   ,SCHWINN        ,,0,RG,STOLEN,150.0
618428,REDBLK,OTHER          ,,0,OT,STOLEN,220.0
618429,GRN   ,NORCO          ,MALAHAT        ,21,RG,STOLEN,703.0
618430,BLK   ,FELT           ,B16            ,10,TO,STOLEN,10000.0
618431,GRN   ,OTHER          ,,0,RG,STOLEN,300.0
618432,,SPECIALIZED    ,VITA           ,21,MT,STOLEN,600.0
618433,BLK   ,RETRO SPEC     ,BOWMAN         ,12,RG,STOLEN,360.0
618434,GRYBLK,NORTHROCK      ,CTM            ,21,MT,UNKNOWN,599.0
618435,BLK   ,OTHER          ,,1,RG,STOLEN,500.0
618436,BLK   ,NORCO          ,VFR-4 STEP-THRU,21,RC,STOLEN,630.0
618437,BLU   ,OTHER          ,CUSTOM         ,14,MT,STOLEN,
618438,,ROCKY MOUNTAIN ,NORTHWOODS POMO,14,MT,STOLEN,224.0
618439,BLK   ,UNKNOWN        ,UKN            ,1,RG,STOLEN,500.0
618440,BLK   ,OTHER          ,UNKNOWN        ,1,RC,STOLEN,300.0
618441,BLU   ,NORCO          ,CHARG          ,18,MT,STOLEN,1061.0
618442,YEL   ,GIANT          ,TRANCE XXL     ,18,MT,STOLEN,3275.0
618443,GRNSIL,OTHER          ,APPOLO         ,1,RC,STOLEN,700.0
618444,BLK   ,TREK           ,8.3DS          ,21,MT,STOLEN,
618445,BLKBLU,UNKNOWN MAKE   ,,0,RG,STOLEN,800.0
618446,SIL   ,UNKNOWN MAKE   ,ECLIPSE        ,3,TO,STOLEN,1000.0
618447,,CRITICAL       ,HARPER         ,8,MT,STOLEN,250.0
618448,BRN   ,RALEIGH        ,,5,RG,STOLEN,300.0
618449,WHIRED,JAMIS          ,,0,MT,STOLEN,600.0
618450,GRYBLK,JAMIS          ,,0,MT,STOLEN,600.0
618451,GRY   ,OTHER          ,,0,OT,STOLEN,
618452,BLK   ,TREK           ,MARLILN5       ,21,MT,STOLEN,700.0
618453,,SUPERCYCLE     ,,5,MT,STOLEN,120.0
618454,REDWHI,TREK           ,VIPER          ,28,MT,STOLEN,900.0
618455,GRYGRN,TREK           ,DOMANE 5.2     ,10,RG,STOLEN,3200.0
618456,BLUWHI,GIANT          ,DEFY 1         ,10,RG,STOLEN,1000.0
618457,BLKGRN,GHOST          ,,0,MT,STOLEN,1337.66
618458,BLU   ,CCM            ,VECTOR         ,21,BM,STOLEN,300.0
618459,ONG   ,GIANT          ,ATX2           ,21,MT,STOLEN,600.0
618460,BLUONG,ROCKY MOUNTAIN ,,18,RG,STOLEN,600.0
618461,CPR   ,VENTURA        ,,5,RG,STOLEN,200.0
618462,YEL   ,SCHWINN        ,,0,MT,STOLEN,300.0
618463,,OTHER          ,AKUNA          ,10,TO,STOLEN,1700.0
618464,WHI   ,OT             ,AKUNA 1.1      ,10,RC,STOLEN,
618465,WHI   ,GI             ,LIV ALIGHT     ,24,MT,STOLEN,
618466,,SPECIALIZED    ,,21,RG,STOLEN,3000.0
618467,BLU   ,GIANT          ,MOMENTUM       ,10,MT,STOLEN,
618468,DBL   ,CANNONDALE     ,,0,RC,STOLEN,
618469,BLU   ,CA             ,R800           ,10,RC,STOLEN,500.0
618470,WHI   ,SPECIALIZED    ,DOLCE          ,0,RC,STOLEN,1200.0
618471,RED   ,OTHER          ,TS1200         ,3,EL,STOLEN,5500.0
618472,BLK   ,OTHER          ,,0,OT,STOLEN,168.0
618473,BLK   ,OTHER          ,M365           ,1,SC,STOLEN,600.0
618474,BLU   ,GIANT          ,,12,RG,STOLEN,600.0
618475,BLU   ,GIANT          ,,12,RG,STOLEN,600.0
618476,GRY   ,SPECIALIZED    ,,12,OT,STOLEN,
618477,,CANNONDALE     ,,0,OT,STOLEN,1500.0
618478,DGR   ,OTHER          ,,21,OT,STOLEN,
618479,,RALEIGH        ,TIMBERLAND     ,0,OT,STOLEN,3000.0
618480,BLKRED,SUPERCYCLE     ,PHANTOM 29     ,21,MT,STOLEN,200.0
618481,BLU   ,OTHER          ,,0,MT,STOLEN,
618482,,UNKNOWN MAKE   ,,1,OT,STOLEN,100.0
618483,BLK   ,GIANT          ,ROAM BIKE      ,0,RG,STOLEN,1000.0
618484,OTH   ,SPECIALIZED    ,FUSE COMP6 FATT,0,RG,UNKNOWN,
618485,,OTHER          ,,1,EL,STOLEN,2000.0
618486,BLKBLU,LAPIERRE       ,,18,OT,STOLEN,6000.0
618487,WHI   ,FELT           ,F75X           ,18,OT,STOLEN,2000.0
618488,BLU   ,MIELE          ,UNK            ,21,MT,STOLEN,500.0
618489,WHI   ,FUJI           ,FEATHER        ,0,MT,STOLEN,
