event_id,make,model,bike_type,colour,speed,cost,status
801151,KH,FLITE 300,RC,BLK,16,1100,STOLEN
802113,FUJI,,MT,BLUGRY,12,500,STOLEN
802966,UK,,TO,BLK,3,0,STOLEN
802967,GI,ROAM XR 2,OT,WHI,21,1150,STOLEN
800380,SPECIALIZED,VITA,OT,BLU,18,1000,STOLEN
800381,GIANT,SEEK2,OT,BLK,18,630,STOLEN
800294,CANNONDALE,QUICK 5,MT,BLK,21,900,STOLEN
800295,CANNONDALE,QUICK SI,MT,WHIPLE,21,900,STOLEN
801556,SUPERCYCLE,,MT,RED,21,200,STOLEN
801557,OT,JC06,TO,,7,400,STOLEN
801984,FJ,TRACK,RC,RED,1,0,STOLEN
802333,KH,URBAN SOUL,RG,BLU,1,420,STOLEN
802334,OT,LASER DX,RG,RED,7,500,STOLEN
802783,OT,TORQUE,MT,BLK,21,4000,STOLEN
