accident_id,person_id,involvement_type,age,injury,vehicle_type,action_taken
4026,11433,Passenger,37.0,Major,Other,
4026,11434,Driver,37.0,Major,"Automobile, Station Wagon",Turning Left
4026,11435,Driver,57.0,Minimal,"Automobile, Station Wagon",Going Ahead
4027,11436,Motorcycle Driver,22.0,Major,Motorcycle,Going Ahead
4027,11437,Driver,52.0,None,"Automobile, Station Wagon",Stopped
4028,11438,Driver,72.0,None,"Automobile, Station Wagon",Going Ahead
4028,11439,Pedestrian,87.0,Major,Other,
4029,11440,Driver,52.0,None,"Automobile, Station Wagon",Reversing
4029,11441,Pedestrian,82.0,Fatal,Other,
4030,11442,Driver,22.0,None,"Automobile, Station Wagon",Going Ahead
4030,11443,Pedestrian,17.0,Major,Other,
4031,11444,Vehicle Owner,,,Other,
4031,11445,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
4031,11446,Pedestrian,7.0,Major,Other,
4032,11447,Driver,22.0,None,"Automobile, Station Wagon",Going Ahead
4032,11448,Pedestrian,57.0,Major,Other,
4033,11449,Driver,27.0,None,"Automobile, Station Wagon",Stopped
4033,11450,Cyclist,42.0,Major,Bicycle,Going Ahead
4034,11451,Driver,72.0,None,"Automobile, Station Wagon",Reversing
4034,11452,Cyclist,52.0,Major,Bicycle,Going Ahead
4035,11453,Motorcycle Driver,42.0,Major,Motorcycle,Going Ahead
4035,11454,Driver,42.0,None,"Automobile, Station Wagon",Turning Left
4036,11455,Moped Driver,57.0,Major,"Automobile, Station Wagon",Going Ahead
4037,11456,Passenger,,None,Other,
4037,11457,Vehicle Owner,,,Other,
4037,11458,Driver,52.0,None,"Automobile, Station Wagon",Stopped
4037,11459,Cyclist,37.0,Major,Bicycle,Going Ahead
4038,11460,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
4038,11461,Passenger,32.0,None,Other,
4038,11462,Passenger,22.0,None,Other,
4038,11463,Cyclist,22.0,Major,Bicycle,Going Ahead
4039,11464,Driver,62.0,None,"Automobile, Station Wagon",Going Ahead
4039,11465,Pedestrian,17.0,Major,Other,
4040,11466,Driver,62.0,None,"Automobile, Station Wagon",Going Ahead
4040,11467,Pedestrian,22.0,Major,Other,
4041,11468,Driver,52.0,None,"Automobile, Station Wagon",Parked
4041,11469,Cyclist,47.0,Major,Bicycle,Overtaking
4042,11470,Driver,47.0,None,"Automobile, Station Wagon",Turning Left
4042,11471,Pedestrian,32.0,Fatal,Other,
4043,11472,Pedestrian,22.0,Major,Other,
4043,11473,Driver,62.0,None,"Automobile, Station Wagon",Going Ahead
4044,11474,Driver,47.0,Minimal,"Automobile, Station Wagon",Going Ahead
4044,11475,Vehicle Owner,,,Other,
4044,11476,Driver,42.0,None,"Automobile, Station Wagon",Stopped
4044,11477,Driver,67.0,Major,"Automobile, Station Wagon",Changing Lanes
4045,11478,Driver,22.0,Major,"Automobile, Station Wagon",Turning Left
4045,11479,Pedestrian,62.0,Minor,Other,
4046,11480,Driver,22.0,None,"Automobile, Station Wagon",Going Ahead
4046,11481,Pedestrian,22.0,Major,Other,
4047,11482,Passenger,2.0,Minimal,Other,
4047,11483,Passenger,27.0,Minimal,Other,
4047,11484,Driver,37.0,Major,"Automobile, Station Wagon",Going Ahead
4047,11485,Driver,82.0,Minor,"Automobile, Station Wagon",Going Ahead
4047,11486,Passenger,,Minimal,Other,
4048,11487,Driver,62.0,None,"Automobile, Station Wagon",Reversing
4048,11488,Pedestrian,82.0,Major,Other,
4049,11489,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
4049,11490,Pedestrian,32.0,Major,Other,
4050,11491,Driver,,None,"Automobile, Station Wagon",Unknown
4050,11492,Cyclist,32.0,Major,Bicycle,Going Ahead
4051,11493,Driver,57.0,Fatal,"Automobile, Station Wagon",Going Ahead
4051,11494,Other Property Owner,,,Other,
4052,11495,Driver,67.0,None,"Automobile, Station Wagon",Going Ahead
4052,11496,Pedestrian,42.0,Major,Other,
4053,11497,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
4053,11498,Pedestrian,67.0,Major,Other,
4054,11499,Vehicle Owner,,,Other,
4054,11500,Driver,37.0,None,"Automobile, Station Wagon",Reversing
4054,11501,Pedestrian,37.0,Major,Other,
4055,11502,Driver,67.0,Minimal,"Automobile, Station Wagon",Going Ahead
4055,11503,Pedestrian,27.0,Major,Other,
4056,11504,Driver,47.0,None,"Automobile, Station Wagon",Turning Right
4056,11505,Pedestrian,72.0,Major,Other,
4057,11506,Pedestrian,52.0,Major,Other,
4057,11507,Driver,32.0,None,"Automobile, Station Wagon",Going Ahead
4058,11508,Vehicle Owner,,,Other,
4058,11509,Driver,22.0,None,"Automobile, Station Wagon",Going Ahead
4058,11510,Pedestrian,17.0,Major,Other,
4059,11511,Driver,32.0,None,"Automobile, Station Wagon",Turning Right
4059,11512,Cyclist,32.0,Major,Bicycle,Going Ahead
4060,11513,Driver,42.0,None,"Automobile, Station Wagon",Reversing
4060,11514,Pedestrian,92.0,Major,Other,
4061,11515,Vehicle Owner,,,Other,
4061,11516,Driver,77.0,Major,"Automobile, Station Wagon",Going Ahead
4061,11517,Driver,57.0,Major,"Automobile, Station Wagon",Making U Turn
4062,11518,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
4062,11519,Pedestrian,47.0,Major,Other,
4063,11520,Driver,77.0,None,"Automobile, Station Wagon",Going Ahead
4063,11521,Pedestrian,87.0,Major,Other,
4064,11522,Vehicle Owner,,,Other,
4064,11523,Driver,42.0,None,"Automobile, Station Wagon",Turning Right
4064,11524,Pedestrian,57.0,Major,Other,
4065,11525,Vehicle Owner,,,Other,
4065,11526,Driver,17.0,None,"Automobile, Station Wagon",Going Ahead
4065,11527,Pedestrian,32.0,Major,Other,
4065,11528,Pedestrian,12.0,Major,Other,
4066,11529,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
4066,11530,Driver,52.0,Major,"Automobile, Station Wagon",Going Ahead
4067,11531,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
4067,11532,Pedestrian,,Major,Other,Other
4068,11533,Driver,72.0,Major,"Automobile, Station Wagon",Unknown
4069,11534,Passenger,32.0,None,Other,
4069,11535,Passenger,27.0,None,Other,
4069,11536,Vehicle Owner,,,Other,
4069,11537,Driver,57.0,None,"Automobile, Station Wagon",Going Ahead
4069,11538,Pedestrian,32.0,Major,Other,
4070,11539,Driver,32.0,None,"Automobile, Station Wagon",Going Ahead
4070,11540,Pedestrian,27.0,Major,Other,
4071,11541,Vehicle Owner,,,Other,
4071,11542,Driver,47.0,None,"Automobile, Station Wagon",Slowing or Stopping
4071,11543,Pedestrian,72.0,Major,Other,
4072,11544,Vehicle Owner,,,Other,
4072,11545,Truck Driver,37.0,None,Truck - Open,Going Ahead
4072,11546,Driver,57.0,None,"Automobile, Station Wagon",Going Ahead
4072,11547,Cyclist,32.0,Major,Bicycle,Going Ahead
4073,11548,Driver,22.0,None,"Automobile, Station Wagon",Turning Left
4073,11549,Cyclist,62.0,Major,Bicycle,Going Ahead
4074,11550,Passenger,12.0,None,Other,
4074,11551,Vehicle Owner,,,Other,
4074,11552,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
4074,11553,Pedestrian,52.0,Major,Other,
4075,11554,Vehicle Owner,,None,Other,Other
4075,11555,Driver,32.0,None,"Automobile, Station Wagon",Going Ahead
4075,11556,Cyclist,52.0,Major,Bicycle,Turning Left
4076,11557,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
4076,11558,Other Property Owner,,,Other,
4076,11559,Driver,,None,"Automobile, Station Wagon",Turning Right
4077,11560,Driver,67.0,None,"Automobile, Station Wagon",Going Ahead
4077,11561,Pedestrian,47.0,Major,Other,
4078,11562,Driver,,None,"Automobile, Station Wagon",Going Ahead
4078,11563,Pedestrian,22.0,Major,Other,
4079,11564,Driver,,None,"Automobile, Station Wagon",Going Ahead
4079,11565,Pedestrian,42.0,Major,Other,
4080,11566,Vehicle Owner,,,Other,
4080,11567,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
4080,11568,Cyclist,42.0,Major,Bicycle,Merging
4081,11569,Vehicle Owner,,,Other,
4081,11570,Driver,37.0,None,"Automobile, Station Wagon",Turning Right
4081,11571,Cyclist,52.0,Major,Bicycle,Going Ahead
4082,11572,Driver,22.0,None,"Automobile, Station Wagon",Parked
4082,11573,Cyclist,37.0,Major,Bicycle,Going Ahead
4083,11574,Pedestrian,52.0,Major,Other,
4083,11575,Vehicle Owner,,,Other,
4083,11576,Driver,47.0,None,"Automobile, Station Wagon",Stopped
4083,11577,Driver,27.0,None,"Automobile, Station Wagon",Reversing
4084,11578,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
4084,11579,Pedestrian,32.0,Major,Other,
4085,11580,Motorcycle Driver,27.0,Major,Motorcycle,Slowing or Stopping
4085,11581,Driver,32.0,None,"Automobile, Station Wagon",Stopped
4086,11582,Driver,27.0,None,"Automobile, Station Wagon",Changing Lanes
4086,11583,Vehicle Owner,,,Other,
4086,11584,Cyclist,62.0,Major,Bicycle,Going Ahead
4087,11585,Vehicle Owner,,,Other,
4087,11586,Driver,42.0,None,"Automobile, Station Wagon",Stopped
4087,11587,Cyclist,12.0,Major,Bicycle,Going Ahead
4088,11588,Driver,22.0,None,"Automobile, Station Wagon",Going Ahead
4088,11589,Pedestrian,37.0,Major,Other,
4089,11590,Passenger,67.0,None,Other,
4089,11591,Driver,67.0,None,"Automobile, Station Wagon",Going Ahead
4089,11592,Pedestrian,47.0,Fatal,Other,
4090,11593,Driver,32.0,None,"Automobile, Station Wagon",Going Ahead
4090,11594,Pedestrian,62.0,Fatal,Other,
4091,11595,Driver,87.0,Fatal,"Automobile, Station Wagon",Going Ahead
4092,11596,Driver,72.0,None,"Automobile, Station Wagon",Turning Left
4092,11597,Pedestrian,62.0,Major,Other,
4093,11598,Vehicle Owner,,,Other,
4093,11599,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
4093,11600,Cyclist,22.0,Major,Bicycle,Changing Lanes
4094,11601,Driver,52.0,None,"Automobile, Station Wagon",Changing Lanes
4094,11602,Pedestrian,47.0,Major,Other,
4095,11603,Driver,,None,"Automobile, Station Wagon",Going Ahead
4095,11604,Pedestrian,52.0,Major,Other,
4096,11605,Driver,47.0,None,"Automobile, Station Wagon",Stopped
4096,11606,Driver,77.0,Fatal,"Automobile, Station Wagon",Turning Left
4096,11607,Other Property Owner,,,Other,
4097,11608,Driver,62.0,None,"Automobile, Station Wagon",Going Ahead
4097,11609,Pedestrian,67.0,Major,Other,
4098,11610,Driver,37.0,Minimal,"Automobile, Station Wagon",Going Ahead
4098,11611,Pedestrian,37.0,Major,Other,
4099,11612,Truck Driver,42.0,None,Truck - Open,Going Ahead
4099,11613,Driver - Not Hit,22.0,None,"Automobile, Station Wagon",Going Ahead
4099,11614,Pedestrian,17.0,Fatal,Other,
4100,11615,Driver,32.0,None,"Automobile, Station Wagon",Turning Left
4100,11616,Pedestrian,72.0,Major,Other,
4101,11617,Passenger,87.0,Major,Other,
4101,11618,Driver,67.0,Minor,"Automobile, Station Wagon",Turning Left
4101,11619,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
4102,11620,Vehicle Owner,,,Other,
4102,11621,Truck Driver,42.0,None,Truck - Open,Going Ahead
4102,11622,Driver,27.0,None,"Automobile, Station Wagon",Stopped
4102,11623,Other,,None,Other,
4102,11624,Pedestrian,67.0,Major,Other,
4103,11625,Vehicle Owner,,,Other,
4103,11626,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
4103,11627,Pedestrian,27.0,Major,Other,
4104,11628,Driver,22.0,Major,Other,Going Ahead
4104,11629,Vehicle Owner,,,Other,
4104,11630,Other,,None,"Automobile, Station Wagon",
4105,11631,Driver,42.0,None,"Automobile, Station Wagon",Stopped
4105,11632,Cyclist,27.0,Major,Bicycle,Going Ahead
4106,11633,Pedestrian,62.0,Major,Other,
4106,11634,Driver,52.0,None,"Automobile, Station Wagon",Reversing
4107,11635,Passenger,67.0,Minimal,Other,
4107,11636,Driver,67.0,Minor,"Automobile, Station Wagon",Going Ahead
4107,11637,Passenger,72.0,Major,Other,
4107,11638,Driver,77.0,Major,"Automobile, Station Wagon",Going Ahead
4108,11639,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
4108,11640,Passenger,17.0,None,Other,
4108,11641,Driver,82.0,None,"Automobile, Station Wagon",Turning Left
4108,11642,Pedestrian,32.0,Fatal,Other,
4109,11643,Motorcycle Driver,27.0,Major,Motorcycle,Going Ahead
4109,11644,Vehicle Owner,,,Other,
4109,11645,Driver,42.0,None,"Automobile, Station Wagon",Changing Lanes
4109,11646,Driver,27.0,None,"Automobile, Station Wagon",Stopped
4110,11647,Driver,47.0,None,"Automobile, Station Wagon",Stopped
4110,11648,Cyclist,22.0,Major,Bicycle,Overtaking
4111,11649,Vehicle Owner,,,Other,
4111,11650,Driver,47.0,None,"Automobile, Station Wagon",Turning Left
4111,11651,Pedestrian,82.0,Fatal,Other,
4112,11652,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
4112,11653,Cyclist,47.0,Major,Bicycle,Unknown
4113,11654,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
4113,11655,Pedestrian,47.0,Fatal,Other,
4114,11656,Driver,52.0,None,"Automobile, Station Wagon",Reversing
4114,11657,Pedestrian,87.0,Major,Other,
4115,11658,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
4115,11659,Pedestrian,27.0,Major,Other,
4116,11660,Vehicle Owner,,,Other,
4116,11661,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
4116,11662,Pedestrian,52.0,Major,Other,
4117,11663,Driver,52.0,Fatal,"Automobile, Station Wagon",Going Ahead
4117,11664,Other Property Owner,,,Other,
4118,11665,Driver,47.0,None,"Automobile, Station Wagon",Turning Left
4118,11666,Cyclist,32.0,Major,Bicycle,Going Ahead
4119,11667,Vehicle Owner,,,Other,
4119,11668,Passenger,22.0,Major,Other,
4119,11669,Driver,22.0,Minimal,"Automobile, Station Wagon",Going Ahead
4119,11670,Other Property Owner,,,Other,
4120,11671,Driver,27.0,Major,"Automobile, Station Wagon",Changing Lanes
4120,11672,Cyclist,,Minimal,Bicycle,Going Ahead
4121,11673,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
4121,11674,Pedestrian,22.0,Major,Other,
4122,11675,Driver,42.0,None,"Automobile, Station Wagon",Turning Left
4122,11676,Pedestrian,72.0,Major,Other,
4123,11677,Vehicle Owner,,,Other,
4123,11678,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
4123,11679,Driver,42.0,None,"Automobile, Station Wagon",Stopped
4123,11680,Pedestrian,22.0,Major,Other,
4124,11681,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
4124,11682,Pedestrian,37.0,Major,Other,
4125,11683,Driver,77.0,None,"Automobile, Station Wagon",Reversing
4125,11684,Pedestrian,82.0,Fatal,Other,
4126,11685,Cyclist,57.0,Major,Bicycle,Going Ahead
4126,11686,Driver,77.0,None,"Automobile, Station Wagon",Turning Left
4127,11687,Vehicle Owner,,,Other,
4127,11688,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
4127,11689,Pedestrian,22.0,Major,Other,
4128,11690,Driver,32.0,None,"Automobile, Station Wagon",Turning Right
4128,11691,Pedestrian,37.0,Major,Other,
4129,11692,Driver,,None,"Automobile, Station Wagon",Going Ahead
4129,11693,Pedestrian,52.0,Major,Other,
4130,11694,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
4130,11695,Pedestrian,22.0,Major,Other,
4131,11696,Driver,32.0,None,"Automobile, Station Wagon",Going Ahead
4131,11697,Vehicle Owner,,,Other,
4131,11698,Driver,22.0,Major,"Automobile, Station Wagon",Making U Turn
4132,11699,Driver,57.0,None,"Automobile, Station Wagon",Parked
4132,11700,Cyclist,22.0,Major,Bicycle,Going Ahead
4133,11701,Vehicle Owner,,,Other,
4133,11702,Driver,32.0,None,"Automobile, Station Wagon",Going Ahead
4133,11703,Passenger,37.0,None,Other,
4133,11704,Cyclist,57.0,Fatal,Bicycle,Going Ahead
4134,11705,Driver,,None,"Automobile, Station Wagon",Unknown
4134,11706,Cyclist,47.0,Major,Bicycle,Going Ahead
4135,11707,Passenger,32.0,Minor,Other,
4135,11708,Motorcycle Driver,32.0,Major,Motorcycle,Going Ahead
4135,11709,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
4136,11710,Driver,67.0,None,"Automobile, Station Wagon",Turning Left
4136,11711,Passenger,7.0,Minimal,Other,
4136,11712,Vehicle Owner,,,Other,
4136,11713,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
4137,11714,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
4137,11715,Pedestrian,77.0,Major,Other,
4138,11716,Vehicle Owner,,,Other,
4138,11717,Driver,22.0,Major,"Automobile, Station Wagon",Going Ahead
4138,11718,Other Property Owner,,,Other,
4139,11719,Driver,77.0,Major,"Automobile, Station Wagon",Going Ahead
4139,11720,Driver,37.0,None,"Automobile, Station Wagon",Stopped
4139,11721,Driver,67.0,None,"Automobile, Station Wagon",Going Ahead
4140,11722,Pedestrian,52.0,None,Other,
4140,11723,Pedestrian,27.0,Major,Other,
4140,11724,Driver,67.0,None,"Automobile, Station Wagon",Going Ahead
4140,11725,Pedestrian,2.0,None,Other,
4141,11726,Pedestrian,77.0,Fatal,,
4141,11727,Driver,57.0,None,"Automobile, Station Wagon",Going Ahead
4142,11728,Driver,52.0,None,Pick Up Truck,Going Ahead
4142,11729,Pedestrian,77.0,Major,,
4143,11730,Driver,47.0,None,"Automobile, Station Wagon",Turning Left
4143,11731,Pedestrian,42.0,Major,Other,
4144,11732,Other Property Owner,,,Other,
4144,11733,Passenger,22.0,Major,Other,
4144,11734,Passenger,22.0,Minor,Other,
4144,11735,Vehicle Owner,,,Other,
4144,11736,Driver,22.0,Minor,"Automobile, Station Wagon",Going Ahead
4145,11737,Vehicle Owner,,,Other,
4145,11738,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
4145,11739,Cyclist,37.0,Major,Bicycle,Going Ahead
4146,11740,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
4146,11741,Pedestrian,72.0,Major,Other,
4147,11742,Pedestrian,,None,"Automobile, Station Wagon",Going Ahead
4147,11743,Cyclist,37.0,Major,Bicycle,Going Ahead
4148,11744,Driver,57.0,Minimal,"Automobile, Station Wagon",Turning Left
4148,11745,Cyclist,17.0,Major,Bicycle,Going Ahead
4149,11746,Driver,32.0,None,Pick Up Truck,Other
4149,11747,Pedestrian,37.0,Fatal,,
4150,11748,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
4150,11749,Vehicle Owner,,,Other,
4151,11750,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
4151,11751,Pedestrian,72.0,Major,Other,
4152,11752,Driver,57.0,Major,"Automobile, Station Wagon",Going Ahead
4152,11753,Driver,42.0,Major,"Automobile, Station Wagon",Going Ahead
4153,11754,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
4153,11755,In-Line Skater,52.0,Major,Other,
4154,11756,Driver,27.0,None,"Automobile, Station Wagon",Reversing
4154,11757,Pedestrian,77.0,Major,Other,
4155,11758,Driver,22.0,None,"Automobile, Station Wagon",Going Ahead
4155,11759,Pedestrian,57.0,Major,Other,
4156,11760,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
4156,11761,Cyclist,17.0,Major,Bicycle,Going Ahead
4157,11762,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
4157,11763,Pedestrian,72.0,Major,Other,
4158,11764,Passenger,27.0,None,,
4158,11765,Driver,42.0,None,Passenger Van,Changing Lanes
4158,11766,Pedestrian,82.0,Fatal,,
4159,11767,Vehicle Owner,,,Other,
4159,11768,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
4159,11769,Driver,37.0,None,"Automobile, Station Wagon",Parked
4159,11770,Cyclist,42.0,Major,Bicycle,Going Ahead
4160,11771,Driver,37.0,None,Municipal Transit Bus (TTC),Going Ahead
4160,11772,Pedestrian,32.0,Major,Other,
4160,11773,Vehicle Owner,,,Other,
4160,11774,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
4161,11775,Vehicle Owner,,,Other,
4161,11776,Driver,62.0,None,"Automobile, Station Wagon",Turning Left
4161,11777,Pedestrian,72.0,Major,Other,
4162,11778,Driver,72.0,None,"Automobile, Station Wagon",Reversing
4162,11779,Pedestrian,67.0,Fatal,,
4163,11780,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
4163,11781,Driver,42.0,None,"Automobile, Station Wagon",Stopped
4163,11782,Passenger,77.0,Major,Other,
4163,11783,Driver,82.0,Minimal,"Automobile, Station Wagon",Turning Left
4164,11784,Vehicle Owner,,,Other,
4164,11785,Driver,22.0,None,"Automobile, Station Wagon",Reversing
4164,11786,Pedestrian,17.0,Minimal,Other,
4164,11787,Pedestrian,52.0,Major,Other,
4165,11788,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
4165,11789,Pedestrian,22.0,Major,,
4166,11790,Vehicle Owner,,,Other,
4166,11791,Driver,57.0,None,"Automobile, Station Wagon",Turning Left
4166,11792,Cyclist,57.0,Major,Bicycle,Going Ahead
4167,11793,Vehicle Owner,,,Other,
4167,11794,Truck Driver,47.0,None,Truck - Open,Going Ahead
4167,11795,Driver,62.0,Major,"Automobile, Station Wagon",Going Ahead
4168,11796,Vehicle Owner,,,Other,
4168,11797,Driver,47.0,None,"Automobile, Station Wagon",Turning Left
4168,11798,Pedestrian,32.0,Major,Other,
4169,11799,Vehicle Owner,,,Other,
4169,11800,Driver,67.0,None,Taxi,Reversing
4169,11801,Pedestrian,87.0,Major,Other,
4170,11802,Driver,57.0,None,"Automobile, Station Wagon",Turning Left
4170,11803,Pedestrian,27.0,Major,Other,
4171,11804,Driver,37.0,None,"Automobile, Station Wagon",Turning Left
4171,11805,Pedestrian,57.0,Major,Other,Other
4171,11806,Pedestrian,47.0,Major,Other,Other
4172,11807,Driver,37.0,Minor,"Automobile, Station Wagon",Stopped
4172,11808,Driver,27.0,Minimal,"Automobile, Station Wagon",Stopped
4172,11809,Driver,72.0,Minimal,"Automobile, Station Wagon",Stopped
4172,11810,Driver,62.0,Major,"Automobile, Station Wagon",Going Ahead
