accident_id,person_id,involvement_type,age,injury,vehicle_type,action_taken
319,1013,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
319,1014,Pedestrian,77.0,Major,Other,
320,1015,Pedestrian,37.0,Minimal,Other,
320,1016,Pedestrian,47.0,Major,Other,
320,1017,Vehicle Owner,,,Other,
320,1018,Driver,52.0,Major,"Automobile, Station Wagon",Going Ahead
321,1019,Driver,42.0,None,"Automobile, Station Wagon",Turning Left
321,1020,Pedestrian,67.0,Major,Other,
322,1021,Passenger,37.0,None,Other,
322,1022,Vehicle Owner,,,Other,
322,1023,Driver,42.0,Major,"Automobile, Station Wagon",Slowing or Stopping
322,1024,Driver,47.0,Minimal,"Automobile, Station Wagon",Going Ahead
323,1025,Driver,22.0,None,"Automobile, Station Wagon",Slowing or Stopping
323,1026,Passenger,37.0,Major,Other,
323,1027,Vehicle Owner,,,Other,
323,1028,Driver,42.0,None,"Automobile, Station Wagon",Stopped
324,1029,Driver,52.0,Minor,"Automobile, Station Wagon",Going Ahead
324,1030,Passenger,62.0,Minor,Other,
324,1031,Driver,62.0,Major,"Automobile, Station Wagon",Going Ahead
325,1032,Driver,,None,"Automobile, Station Wagon",Unknown
325,1033,Pedestrian,37.0,Major,Other,Unknown
326,1034,Passenger,42.0,Major,Other,
326,1035,Passenger,27.0,Major,Other,
326,1036,Passenger,32.0,Minimal,Other,
326,1037,Driver,27.0,None,"Automobile, Station Wagon",Stopped
326,1038,Passenger,52.0,Major,Other,
326,1039,Vehicle Owner,,,Other,
326,1040,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
327,1041,Driver,22.0,None,"Automobile, Station Wagon",Slowing or Stopping
327,1042,Driver,27.0,Major,"Automobile, Station Wagon",Stopped
328,1043,Vehicle Owner,,,Other,
328,1044,Driver,47.0,None,"Automobile, Station Wagon",Slowing or Stopping
328,1045,Pedestrian,22.0,Major,Other,
329,1046,Motorcycle Driver,52.0,Major,Motorcycle,Going Ahead
329,1047,Driver,42.0,None,"Automobile, Station Wagon",Turning Left
330,1048,Driver,67.0,None,"Automobile, Station Wagon",Stopped
330,1049,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
330,1050,Passenger,42.0,Minimal,Other,
330,1051,Driver,32.0,Major,"Automobile, Station Wagon",Going Ahead
331,1052,Driver,22.0,None,"Automobile, Station Wagon",Turning Left
331,1053,Vehicle Owner,,,Other,
331,1054,Driver,22.0,Major,"Automobile, Station Wagon",Going Ahead
332,1055,Driver,72.0,None,"Automobile, Station Wagon",Stopped
332,1056,Driver,57.0,None,"Automobile, Station Wagon",Stopped
332,1057,Driver,72.0,None,"Automobile, Station Wagon",Going Ahead
332,1058,Vehicle Owner,,,Other,
332,1059,Pedestrian,77.0,Major,Other,
333,1060,Vehicle Owner,,,,
333,1061,Driver,42.0,None,Municipal Transit Bus (TTC),Pulling Away from Shoulder or Curb
333,1062,Pedestrian,62.0,Major,,
334,1063,Vehicle Owner,,,Other,
334,1064,Driver,27.0,Minor,"Automobile, Station Wagon",Going Ahead
334,1065,Driver,57.0,Minor,"Automobile, Station Wagon",Going Ahead
334,1066,Driver,32.0,Minor,"Automobile, Station Wagon",Going Ahead
334,1067,Passenger,32.0,None,Other,
334,1068,Passenger,27.0,Minor,Other,
334,1069,Passenger,22.0,Major,Other,
334,1070,Passenger,17.0,Major,Other,
334,1071,Passenger,22.0,Fatal,Other,
334,1072,Passenger,17.0,Fatal,Other,
334,1073,Driver,22.0,Minor,"Automobile, Station Wagon",Going Ahead
335,1074,Driver,67.0,None,"Automobile, Station Wagon",Turning Left
335,1075,Pedestrian,47.0,Major,Other,
336,1076,Driver,37.0,None,"Automobile, Station Wagon",Turning Left
336,1077,Driver,82.0,Major,"Automobile, Station Wagon",Going Ahead
337,1078,Pedestrian,72.0,Major,Other,
337,1079,Vehicle Owner,,,Other,
337,1080,Driver,37.0,None,"Automobile, Station Wagon",Turning Left
338,1081,Passenger,82.0,Major,Other,
338,1082,Driver,92.0,Minimal,"Automobile, Station Wagon",Turning Left
338,1083,Passenger,22.0,None,Other,
338,1084,Vehicle Owner,,,Other,
338,1085,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
338,1086,Other Property Owner,,,Other,
339,1087,Vehicle Owner,,,Other,
339,1088,Driver,62.0,None,"Automobile, Station Wagon",Turning Left
339,1089,Pedestrian,32.0,Major,Other,
340,1090,Driver,,None,"Automobile, Station Wagon",Turning Left
340,1091,Pedestrian,42.0,Major,Other,
341,1092,Driver,52.0,None,"Automobile, Station Wagon",Turning Right
341,1093,Pedestrian,77.0,Major,Other,
342,1094,Vehicle Owner,,,Other,
342,1095,Driver,32.0,Minimal,"Automobile, Station Wagon",Stopped
342,1096,Driver,27.0,Minor,"Automobile, Station Wagon",Going Ahead
342,1097,Pedestrian,27.0,Major,Other,
343,1098,Vehicle Owner,,None,Other,
343,1099,Motorcycle Driver,22.0,Major,Motorcycle,Going Ahead
343,1100,Driver,32.0,Minimal,"Automobile, Station Wagon",Turning Left
344,1101,Passenger,22.0,Minor,Other,
344,1102,Passenger,22.0,Major,Other,
344,1103,Driver,22.0,Minimal,"Automobile, Station Wagon",Going Ahead
344,1104,Vehicle Owner,,None,Other,
344,1105,Driver,47.0,None,Taxi,Turning Left
345,1106,Passenger,22.0,Fatal,Other,
345,1107,Vehicle Owner,,,Other,
345,1108,Driver,22.0,Minimal,"Automobile, Station Wagon",Turning Left
345,1109,Passenger,42.0,Minor,Other,
345,1110,Driver,37.0,Minimal,"Automobile, Station Wagon",Going Ahead
346,1111,Driver,42.0,Minor,"Automobile, Station Wagon",Going Ahead
346,1112,Driver,57.0,Major,"Automobile, Station Wagon",Going Ahead
347,1113,Vehicle Owner,,None,Other,
347,1114,Driver,47.0,Major,"Automobile, Station Wagon",Going Ahead
347,1115,Driver,37.0,None,"Automobile, Station Wagon",Stopped
347,1116,Driver,47.0,None,Municipal Transit Bus (TTC),Stopped
348,1117,Passenger,22.0,None,Other,
348,1118,Driver,17.0,None,"Automobile, Station Wagon",Going Ahead
348,1119,Pedestrian,22.0,Major,Other,
349,1120,Driver,92.0,None,"Automobile, Station Wagon",Slowing or Stopping
349,1121,Driver,42.0,Major,"Automobile, Station Wagon",Stopped
350,1122,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
350,1123,Passenger,27.0,Major,Other,
350,1124,Vehicle Owner,,None,Other,
350,1125,Driver,32.0,Minimal,"Automobile, Station Wagon",Turning Left
350,1126,Passenger,37.0,Major,Other,
350,1127,Driver,52.0,Minimal,"Automobile, Station Wagon",Going Ahead
351,1128,Vehicle Owner,,None,Other,
351,1129,Driver,47.0,Major,"Automobile, Station Wagon",Going Ahead
351,1130,Passenger,47.0,None,Other,
351,1131,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
351,1132,Passenger,2.0,Minor,Other,
351,1133,Passenger,17.0,Minor,Other,
351,1134,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
351,1135,Passenger,42.0,Minor,Other,
351,1136,Driver,42.0,Minimal,"Automobile, Station Wagon",Going Ahead
351,1137,Passenger,7.0,None,Other,
351,1138,Passenger,2.0,None,Other,
351,1139,Passenger,32.0,Minor,Other,
351,1140,Driver,32.0,None,"Automobile, Station Wagon",Going Ahead
352,1141,Passenger,22.0,Minor,Other,
352,1142,Passenger,22.0,Major,Other,
352,1143,Vehicle Owner,,None,Other,
352,1144,Driver,27.0,Minimal,"Automobile, Station Wagon",Going Ahead
352,1145,Other Property Owner,,None,Other,
353,1146,Driver,77.0,Major,"Automobile, Station Wagon",Going Ahead
354,1147,Passenger,22.0,Major,Other,
354,1148,Driver,17.0,Minor,"Automobile, Station Wagon",Going Ahead
355,1149,Vehicle Owner,,,Other,
355,1150,Driver,42.0,None,"Automobile, Station Wagon",Reversing
355,1151,Cyclist,62.0,Major,Bicycle,Going Ahead
356,1152,Passenger,17.0,Minor,Other,Other
356,1153,Driver,47.0,Major,"Automobile, Station Wagon",Going Ahead
356,1154,Vehicle Owner,,,Other,
356,1155,Driver,27.0,Minor,"Automobile, Station Wagon",Going Ahead
357,1156,Vehicle Owner,,,Other,
357,1157,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
357,1158,Pedestrian,57.0,Major,Other,
358,1159,Driver,57.0,None,"Automobile, Station Wagon",Turning Left
358,1160,Pedestrian,47.0,Major,Other,
359,1161,Driver,42.0,None,"Automobile, Station Wagon",Turning Left
359,1162,Pedestrian,67.0,Major,Other,
360,1163,Vehicle Owner,,None,Other,
360,1164,Driver,47.0,None,"Automobile, Station Wagon",Turning Right
360,1165,Driver,22.0,Major,"Automobile, Station Wagon",Going Ahead
361,1166,Vehicle Owner,,,Other,
361,1167,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
361,1168,Cyclist,32.0,Major,Bicycle,Going Ahead
362,1169,Passenger,12.0,None,Other,
362,1170,Vehicle Owner,,None,Other,
362,1171,Driver,42.0,Major,"Automobile, Station Wagon",Slowing or Stopping
362,1172,Passenger,2.0,None,Other,
362,1173,Driver,47.0,Minimal,"Automobile, Station Wagon",Going Ahead
362,1174,Passenger,27.0,Minimal,Other,
362,1175,Driver,37.0,Minimal,"Automobile, Station Wagon",Going Ahead
363,1176,Vehicle Owner,,None,Other,
363,1177,Driver,57.0,None,"Automobile, Station Wagon",Turning Right
363,1178,Cyclist,17.0,Major,Bicycle,Going Ahead
364,1179,Driver,32.0,Major,"Automobile, Station Wagon",Going Ahead
364,1180,Driver,17.0,Fatal,"Automobile, Station Wagon",Going Ahead
365,1181,Driver,72.0,Minimal,"Automobile, Station Wagon",Turning Left
365,1182,Pedestrian,67.0,Major,Other,
366,1183,Driver,77.0,Major,"Automobile, Station Wagon",Going Ahead
366,1184,Driver,52.0,Major,"Automobile, Station Wagon",Stopped
367,1185,Vehicle Owner,,,Other,
367,1186,Driver,32.0,None,"Automobile, Station Wagon",Going Ahead
367,1187,Driver,62.0,Major,"Automobile, Station Wagon",Going Ahead
367,1188,Passenger,2.0,None,Other,
367,1189,Passenger,12.0,None,Other,
367,1190,Passenger,17.0,None,Other,
367,1191,Driver,52.0,None,"Automobile, Station Wagon",Stopped
367,1192,Pedestrian,52.0,Fatal,Other,
368,1193,Vehicle Owner,,None,Other,Unknown
368,1194,Driver,57.0,None,"Automobile, Station Wagon",Turning Left
368,1195,Pedestrian,67.0,Major,Other,
369,1196,Vehicle Owner,,,Other,
369,1197,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
370,1198,Vehicle Owner,,,Other,
370,1199,Driver,17.0,Fatal,"Automobile, Station Wagon",Going Ahead
371,1200,Driver,47.0,Minor,"Automobile, Station Wagon",Turning Left
371,1201,Driver,92.0,Major,"Automobile, Station Wagon",Going Ahead
372,1202,Pedestrian,57.0,Major,Other,
372,1203,Driver,,None,"Automobile, Station Wagon",Unknown
373,1204,Driver,57.0,None,"Automobile, Station Wagon",Turning Left
373,1205,Vehicle Owner,,,Other,
373,1206,Pedestrian,32.0,Major,Other,
374,1207,Driver,52.0,Major,"Automobile, Station Wagon",Going Ahead
374,1208,Driver,22.0,None,"Automobile, Station Wagon",Changing Lanes
374,1209,Driver,32.0,Minimal,"Automobile, Station Wagon",Going Ahead
375,1210,Driver,17.0,None,"Automobile, Station Wagon",Going Ahead
375,1211,Passenger,42.0,Major,Other,
375,1212,Driver,27.0,Minimal,"Automobile, Station Wagon",Stopped
375,1213,Driver,27.0,None,"Automobile, Station Wagon",Stopped
376,1214,Driver,32.0,Major,"Automobile, Station Wagon",Going Ahead
376,1215,Passenger,27.0,Major,Other,
376,1216,Passenger,22.0,Major,Other,
376,1217,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
377,1218,Driver,32.0,Minimal,"Automobile, Station Wagon",Going Ahead
377,1219,Vehicle Owner,,,Other,
377,1220,Driver,62.0,Fatal,"Automobile, Station Wagon",Going Ahead
378,1221,Driver,52.0,Major,"Automobile, Station Wagon",Stopped
378,1222,Driver,42.0,Minor,"Automobile, Station Wagon",Stopped
378,1223,Vehicle Owner,,,Other,
378,1224,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
379,1225,Passenger,42.0,Major,Other,
379,1226,Vehicle Owner,,None,Other,
379,1227,Driver,37.0,Minor,"Automobile, Station Wagon",Going Ahead
379,1228,Driver,42.0,Major,"Automobile, Station Wagon",Going Ahead
379,1229,Passenger,77.0,Minimal,Other,
379,1230,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
380,1231,Driver,17.0,Major,"Automobile, Station Wagon",Going Ahead
380,1232,Other Property Owner,,,Other,
381,1233,Motorcycle Driver,52.0,Major,Motorcycle,Going Ahead
381,1234,Driver,57.0,Minimal,"Automobile, Station Wagon",Turning Left
382,1235,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
382,1236,Driver,62.0,Major,"Automobile, Station Wagon",Slowing or Stopping
382,1237,Vehicle Owner,,,Other,
382,1238,Driver,22.0,Minimal,"Automobile, Station Wagon",Going Ahead
383,1239,Driver,,None,"Automobile, Station Wagon",Going Ahead
383,1240,Pedestrian,42.0,Minimal,Other,
383,1241,Pedestrian,12.0,Major,Other,
383,1242,Pedestrian,7.0,Minimal,Other,
384,1243,Motorcycle Driver,37.0,Major,Motorcycle,Going Ahead
384,1244,Passenger,52.0,Major,Other,
384,1245,Vehicle Owner,,,Other,
384,1246,Driver,47.0,None,"Automobile, Station Wagon",Turning Left
385,1247,Passenger,27.0,Major,Other,
385,1248,Motorcycle Driver,22.0,Minor,Motorcycle,Going Ahead
385,1249,Driver,22.0,None,"Automobile, Station Wagon",Turning Left
386,1250,Driver,,None,"Automobile, Station Wagon",Going Ahead
386,1251,Pedestrian,87.0,Major,Other,
387,1252,Driver,77.0,None,"Automobile, Station Wagon",Going Ahead
387,1253,Vehicle Owner,,,Other,
387,1254,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
387,1255,Pedestrian,32.0,Major,Other,
388,1256,Driver,82.0,None,"Automobile, Station Wagon",Going Ahead
388,1257,Cyclist,62.0,Major,Bicycle,Going Ahead
389,1258,Driver,22.0,None,"Automobile, Station Wagon",Going Ahead
389,1259,Pedestrian,57.0,Fatal,Other,
390,1260,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
390,1261,Pedestrian,37.0,Major,Other,
391,1262,Driver,,None,"Automobile, Station Wagon",Going Ahead
391,1263,Pedestrian,82.0,Major,Other,
392,1264,Vehicle Owner,,,Other,
392,1265,Passenger,22.0,None,Other,
392,1266,Passenger,17.0,None,Other,
392,1267,Driver,17.0,Major,"Automobile, Station Wagon",Going Ahead
393,1268,Motorcycle Driver,22.0,Major,Motorcycle,Going Ahead
394,1269,Driver,17.0,Major,"Automobile, Station Wagon",Going Ahead
394,1270,Passenger,22.0,Minimal,Other,
394,1271,Passenger,17.0,Minimal,Other,
394,1272,Passenger,27.0,Minimal,Other,
394,1273,Driver,22.0,Minimal,"Automobile, Station Wagon",Going Ahead
395,1274,Motorcycle Driver,27.0,Fatal,Motorcycle,Going Ahead
396,1275,Passenger,2.0,Major,Other,
396,1276,Driver,42.0,Major,"Automobile, Station Wagon",Going Ahead
396,1277,Vehicle Owner,,None,Other,
396,1278,Driver,52.0,Major,Municipal Transit Bus (TTC),Going Ahead
397,1279,Driver,52.0,None,"Automobile, Station Wagon",Turning Left
397,1280,Other Property Owner,,None,Other,
397,1281,Pedestrian,57.0,Major,Other,
398,1282,Driver,62.0,None,"Automobile, Station Wagon",Reversing
398,1283,Pedestrian,87.0,Major,Other,
399,1284,Motorcycle Driver,37.0,Fatal,Motorcycle,Going Ahead
399,1285,Passenger,27.0,None,Other,
399,1286,Passenger,17.0,None,Other,
399,1287,Vehicle Owner,,,Other,
399,1288,Driver,22.0,None,"Automobile, Station Wagon",Turning Left
400,1289,Vehicle Owner,,,Other,
400,1290,Motorcycle Driver,27.0,Fatal,Motorcycle,Slowing or Stopping
401,1291,Vehicle Owner,,,Other,
401,1292,Driver,52.0,Minimal,Taxi,Going Ahead
401,1293,Driver,17.0,Fatal,"Automobile, Station Wagon",Going Ahead
401,1294,Passenger,17.0,Fatal,Other,
401,1295,Driver,42.0,Minimal,Taxi,Going Ahead
401,1296,Other Property Owner,,,Other,
402,1297,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
402,1298,Vehicle Owner,,,Other,
402,1299,Driver,57.0,None,"Automobile, Station Wagon",Turning Left
403,1300,Driver,42.0,None,"Automobile, Station Wagon",Turning Right
403,1301,Cyclist,62.0,Major,Bicycle,Going Ahead
404,1302,Vehicle Owner,,,Other,
404,1303,Driver,37.0,None,Municipal Transit Bus (TTC),Turning Left
404,1304,Pedestrian,42.0,Major,Other,
405,1305,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
405,1306,Pedestrian,12.0,Major,Other,
406,1307,Motorcycle Driver,57.0,Major,Motorcycle,Going Ahead
406,1308,Driver,72.0,None,"Automobile, Station Wagon",Making U Turn
407,1309,Vehicle Owner,,None,Other,
407,1310,Driver,32.0,None,"Automobile, Station Wagon",Going Ahead
407,1311,Passenger,17.0,Minor,Other,
407,1312,Passenger,22.0,Major,Other,
407,1313,Driver,37.0,Minimal,"Automobile, Station Wagon",Going Ahead
407,1314,Other Property Owner,,None,Other,Unknown
408,1315,Driver,22.0,None,"Automobile, Station Wagon",Going Ahead
408,1316,Pedestrian,32.0,Major,Other,
409,1317,Motorcycle Driver,42.0,Major,Motorcycle,Going Ahead
409,1318,Vehicle Owner,,,Other,
409,1319,Driver,42.0,None,Other,Turning Left
410,1320,Driver,72.0,None,"Automobile, Station Wagon",Going Ahead
410,1321,Passenger,62.0,Major,Other,
410,1322,Driver,67.0,Minimal,"Automobile, Station Wagon",Stopped
411,1323,Driver,47.0,Major,Other,Going Ahead
411,1324,Passenger,47.0,Major,Other,
411,1325,Vehicle Owner,,None,Other,
411,1326,Driver,42.0,Minimal,"Automobile, Station Wagon",Going Ahead
412,1327,Driver,72.0,Minor,"Automobile, Station Wagon",Going Ahead
412,1328,Driver,42.0,Major,"Automobile, Station Wagon",Going Ahead
412,1329,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
413,1330,Truck Driver,47.0,Major,Truck - Open,Going Ahead
413,1331,Passenger,57.0,Minor,Other,
413,1332,Driver,72.0,Minimal,"Automobile, Station Wagon",Going Ahead
414,1333,Driver,37.0,Major,"Automobile, Station Wagon",Going Ahead
414,1334,Passenger,17.0,Minor,Other,
414,1335,Vehicle Owner,,,Other,
414,1336,Driver,17.0,Minor,"Automobile, Station Wagon",Turning Left
415,1337,Vehicle Owner,,,Other,
415,1338,Driver,47.0,Major,"Automobile, Station Wagon",Stopped
415,1339,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
416,1340,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
416,1341,Driver,62.0,Major,"Automobile, Station Wagon",Going Ahead
416,1342,Vehicle Owner,,,Other,
416,1343,Driver,27.0,Minimal,"Automobile, Station Wagon",Stopped
417,1344,Driver,37.0,None,"Automobile, Station Wagon",Turning Left
417,1345,Pedestrian,82.0,Fatal,Other,
418,1346,Driver,27.0,None,"Automobile, Station Wagon",Turning Right
418,1347,Cyclist,37.0,Major,Bicycle,Going Ahead
419,1348,Driver,52.0,Major,"Automobile, Station Wagon",Turning Left
419,1349,Driver,22.0,Minor,"Automobile, Station Wagon",Going Ahead
420,1350,Driver,22.0,None,"Automobile, Station Wagon",Going Ahead
420,1351,Passenger,32.0,None,Other,
420,1352,Vehicle Owner,,,Other,
420,1353,Pedestrian,17.0,Minimal,Other,
420,1354,Pedestrian,42.0,Major,Other,
421,1355,Driver,22.0,None,"Automobile, Station Wagon",Stopped
421,1356,Cyclist,27.0,Major,Bicycle,Going Ahead
422,1357,Passenger,57.0,Minor,Other,
422,1358,Driver,77.0,Fatal,"Automobile, Station Wagon",Going Ahead
422,1359,Vehicle Owner,,,Other,
422,1360,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
423,1361,Passenger,42.0,Major,Other,
423,1362,Driver,47.0,None,"Automobile, Station Wagon",Stopped
423,1363,Driver,32.0,Minor,"Automobile, Station Wagon",Going Ahead
424,1364,Motorcycle Driver,57.0,Major,Motorcycle,Going Ahead
424,1365,Driver,37.0,None,"Automobile, Station Wagon",Turning Left
425,1366,Driver,57.0,Major,"Automobile, Station Wagon",Turning Left
425,1367,Vehicle Owner,,,Other,
425,1368,Driver,17.0,None,"Automobile, Station Wagon",Going Ahead
426,1369,Driver,67.0,Major,"Automobile, Station Wagon",Going Ahead
426,1370,Driver,57.0,None,"Automobile, Station Wagon",Stopped
427,1371,Driver,32.0,None,"Automobile, Station Wagon",Turning Left
427,1372,Cyclist,57.0,Major,Bicycle,Going Ahead
428,1373,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
428,1374,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
428,1375,Driver,47.0,Major,"Automobile, Station Wagon",Going Ahead
428,1376,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
429,1377,Motorcycle Driver,37.0,Major,Motorcycle,Going Ahead
429,1378,Driver,27.0,None,"Automobile, Station Wagon",Slowing or Stopping
430,1379,Motorcycle Driver,37.0,Major,Motorcycle,Slowing or Stopping
431,1380,Pedestrian,77.0,Major,Other,
431,1381,Driver,52.0,None,"Automobile, Station Wagon",Reversing
432,1382,Driver,32.0,None,"Automobile, Station Wagon",Going Ahead
432,1383,Motorcycle Driver,47.0,Major,Motorcycle,Going Ahead
433,1384,Vehicle Owner,,,Other,
433,1385,Driver,57.0,None,"Automobile, Station Wagon",Turning Left
433,1386,Pedestrian,77.0,Major,Other,
434,1387,Vehicle Owner,,,Other,
434,1388,Driver,57.0,None,"Automobile, Station Wagon",Going Ahead
434,1389,Cyclist,52.0,Major,Bicycle,Turning Left
435,1390,Vehicle Owner,,,Other,
435,1391,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
435,1392,Driver,22.0,Minimal,Other,Turning Left
436,1393,Driver,17.0,None,"Automobile, Station Wagon",Going Ahead
436,1394,Pedestrian,17.0,None,Other,
436,1395,Passenger,17.0,None,Other,
436,1396,Pedestrian,42.0,Major,Other,
437,1397,Passenger,17.0,Minor,Other,
437,1398,Driver,22.0,Minor,"Automobile, Station Wagon",Turning Left
437,1399,Vehicle Owner,,,Other,
437,1400,Driver,17.0,None,"Automobile, Station Wagon",Going Ahead
437,1401,Pedestrian,27.0,Major,Other,
438,1402,Vehicle Owner,,,Other,
438,1403,Motorcycle Driver,37.0,Major,Motorcycle,Going Ahead
438,1404,Driver,37.0,None,"Automobile, Station Wagon",Turning Left
439,1405,Passenger,37.0,Minor,Other,
439,1406,Driver,52.0,Minor,"Automobile, Station Wagon",Stopped
439,1407,Passenger,17.0,Minor,Other,Other
439,1408,Passenger,12.0,Minor,Other,
439,1409,Vehicle Owner,,,Other,
439,1410,Driver,32.0,Major,"Automobile, Station Wagon",Going Ahead
440,1411,Passenger,22.0,None,"Automobile, Station Wagon",
440,1412,Passenger,32.0,None,Other,
440,1413,Vehicle Owner,,,Other,
440,1414,Truck Driver,62.0,None,Truck - Open,Turning Left
440,1415,Pedestrian,82.0,Fatal,Other,
441,1416,Driver,32.0,None,"Automobile, Station Wagon",Turning Right
441,1417,Driver,87.0,Major,"Automobile, Station Wagon",Going Ahead
441,1418,Other Property Owner,,,Other,
442,1419,Driver,82.0,Major,"Automobile, Station Wagon",Going Ahead
443,1420,Truck Driver,57.0,None,Truck - Open,Going Ahead
443,1421,Pedestrian,87.0,Major,Other,
444,1422,Driver,52.0,Major,"Automobile, Station Wagon",Turning Left
444,1423,Driver,52.0,Minimal,"Automobile, Station Wagon",Going Ahead
444,1424,Driver,62.0,None,"Automobile, Station Wagon",Stopped
445,1425,Driver,27.0,Minimal,"Automobile, Station Wagon",Stopped
445,1426,Vehicle Owner,,,Other,
445,1427,Truck Driver,27.0,None,Truck - Open,Going Ahead
445,1428,Driver,32.0,None,"Automobile, Station Wagon",Stopped
445,1429,Driver,62.0,None,"Automobile, Station Wagon",Stopped
445,1430,Driver,42.0,Major,"Automobile, Station Wagon",Stopped
446,1431,Vehicle Owner,,,Other,
446,1432,Driver,17.0,None,,Turning Left
446,1433,Driver,42.0,None,,Stopped
446,1434,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
447,1435,Motorcycle Driver,47.0,Major,Motorcycle,Going Ahead
447,1436,Driver,52.0,None,"Automobile, Station Wagon",Turning Left
448,1437,Passenger,87.0,Major,Other,
448,1438,Vehicle Owner,,None,Other,
448,1439,Driver,67.0,Minor,"Automobile, Station Wagon",Turning Left
448,1440,Passenger,47.0,None,Other,
448,1441,Vehicle Owner,,None,"Automobile, Station Wagon",
448,1442,Driver,57.0,None,"Automobile, Station Wagon",Stopped
448,1443,Driver,52.0,Minor,"Automobile, Station Wagon",Going Ahead
448,1444,Driver,47.0,None,"Automobile, Station Wagon",Stopped
448,1445,Other Property Owner,,None,Other,
449,1446,Driver,52.0,Major,"Automobile, Station Wagon",Going Ahead
449,1447,Other Property Owner,,,Other,
450,1448,Vehicle Owner,,None,Other,
450,1449,Driver,62.0,Major,"Automobile, Station Wagon",Going Ahead
450,1450,Passenger,57.0,Minor,Other,
450,1451,Driver,47.0,Minor,"Automobile, Station Wagon",Going Ahead
451,1452,Vehicle Owner,,,Other,
451,1453,Driver,67.0,None,"Automobile, Station Wagon",Turning Left
451,1454,Driver,37.0,Major,"Automobile, Station Wagon",Going Ahead
452,1455,Vehicle Owner,,,Other,
452,1456,Driver,47.0,Minor,"Automobile, Station Wagon",Going Ahead
452,1457,Driver,57.0,Minimal,"Automobile, Station Wagon",Slowing or Stopping
452,1458,Driver,37.0,Major,"Automobile, Station Wagon",Slowing or Stopping
453,1459,Driver,77.0,None,"Automobile, Station Wagon",Going Ahead
453,1460,Pedestrian,42.0,Major,Other,
454,1461,Driver,27.0,None,"Automobile, Station Wagon",Turning Left
454,1462,Pedestrian,,Major,Other,
455,1463,Truck Driver,22.0,None,Truck - Open,Going Ahead
455,1464,Driver,27.0,Major,"Automobile, Station Wagon",Turning Left
456,1465,Driver,57.0,None,"Automobile, Station Wagon",Slowing or Stopping
456,1466,Passenger,57.0,Major,Other,
456,1467,Vehicle Owner,,,Other,
456,1468,Driver,57.0,None,Municipal Transit Bus (TTC),Going Ahead
457,1469,Driver,47.0,None,"Automobile, Station Wagon",Merging
457,1470,Pedestrian,22.0,Major,Other,
458,1471,Passenger,22.0,Major,Other,
458,1472,Driver,32.0,Major,"Automobile, Station Wagon",Going Ahead
459,1473,Driver,37.0,None,"Automobile, Station Wagon",Turning Left
459,1474,Pedestrian,72.0,Major,Other,
460,1475,Passenger,22.0,Major,Other,
460,1476,Driver,22.0,None,"Automobile, Station Wagon",Going Ahead
461,1477,Driver,62.0,None,"Automobile, Station Wagon",Turning Left
461,1478,Pedestrian,57.0,Major,Other,
462,1479,Passenger,47.0,None,Other,
462,1480,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
462,1481,Passenger,,Minimal,Other,
462,1482,Driver,52.0,Major,"Automobile, Station Wagon",Going Ahead
462,1483,Vehicle Owner,,,Other,
462,1484,Driver,52.0,None,"Automobile, Station Wagon",Overtaking
463,1485,Driver,37.0,None,"Automobile, Station Wagon",Changing Lanes
463,1486,Other Property Owner,,,Other,
463,1487,Pedestrian,42.0,Major,Other,
464,1488,Driver,47.0,Minimal,"Automobile, Station Wagon",Stopped
464,1489,Passenger,87.0,Major,Other,
464,1490,Driver,47.0,Minimal,"Automobile, Station Wagon",Going Ahead
464,1491,Driver,37.0,Minor,"Automobile, Station Wagon",Stopped
465,1492,Driver,,None,"Automobile, Station Wagon",Turning Left
465,1493,Pedestrian,72.0,Major,Other,
